"Station Name","MONTREAL INTL A"
"Province","QUEBEC"
"Latitude","45.47"
"Longitude","-73.74"
"Elevation","36.00"
"Climate Identifier","7025251"
"WMO Identifier","71627"
"TC Identifier","YUL"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2018-09-17","2018","09","17","","29.1","","19.2","","24.2","","0.0","","6.2","","0.0","","0.0","","0.0","","","","22","","41",""
"2018-09-18","2018","09","18","","26.6","","11.8","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","","","3","","46",""
"2018-09-19","2018","09","19","","17.0","","10.2","","13.6","","4.4","","0.0","","0.0","","0.0","","0.0","","","","4","","30",""
"2018-09-20","2018","09","20","","17.0","","9.1","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2018-09-21","2018","09","21","","23.3","","14.5","","18.9","","0.0","","0.9","","33.6","","0.0","","33.6","","","","24","","78",""
"2018-09-22","2018","09","22","","18.7","","8.1","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","26","","57",""
"2018-09-23","2018","09","23","","17.7","","7.5","","12.6","","5.4","","0.0","","0.0","","0.0","","0.0","","","","4","","41",""
"2018-09-24","2018","09","24","","14.9","","4.2","","9.6","","8.4","","0.0","","0.0","","0.0","","0.0","","","","4","","37",""
"2018-09-25","2018","09","25","","16.2","","10.8","","13.5","","4.5","","0.0","","5.6","","0.0","","5.6","","","","14","","56",""
"2018-09-26","2018","09","26","","23.4","","12.0","","17.7","","0.3","","0.0","","3.8","","0.0","","3.8","","","","29","","54",""
"2018-09-27","2018","09","27","","17.8","","7.7","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"2018-09-28","2018","09","28","","20.8","","12.1","","16.5","","1.5","","0.0","","1.2","","0.0","","1.2","","","","30","","44",""
"2018-09-29","2018","09","29","","16.4","","9.2","","12.8","","5.2","","0.0","","1.8","","0.0","","1.8","","","","29","","33",""
"2018-09-30","2018","09","30","","12.1","","7.9","","10.0","","8.0","","0.0","","1.2","","0.0","","1.2","","","","26","","33",""
"2018-10-01","2018","10","01","","13.7","","7.6","","10.7","","7.3","","0.0","","0.2","","0.0","","0.2","","","","","","<31",""
"2018-10-02","2018","10","02","","10.8","","7.6","","9.2","","8.8","","0.0","","8.8","","0.0","","8.8","","","","3","","37",""
"2018-10-03","2018","10","03","","12.1","","9.0","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","","","1","","30",""
"2018-10-04","2018","10","04","","24.6","","6.5","","15.6","","2.4","","0.0","","0.2","","0.0","","0.2","","","","33","","44",""
"2018-10-05","2018","10","05","","10.8","","3.3","","7.1","","10.9","","0.0","","0.0","","0.0","","0.0","","","","5","","32",""
"2018-10-06","2018","10","06","","11.5","","6.3","","8.9","","9.1","","0.0","","0.0","T","0.0","","0.0","T","","","6","","37",""
"2018-10-07","2018","10","07","","10.4","","5.7","","8.1","","9.9","","0.0","","0.0","T","0.0","","0.0","T","","","3","","37",""
"2018-10-08","2018","10","08","","10.9","","6.0","","8.5","","9.5","","0.0","","18.8","","0.0","","18.8","","","","3","","35",""
"2018-10-09","2018","10","09","","26.8","","8.4","","17.6","","0.4","","0.0","","0.2","","0.0","","0.2","","","","22","","44",""
"2018-10-10","2018","10","10","","21.8","","8.6","","15.2","","2.8","","0.0","","5.4","","0.0","","5.4","","","","4","","43",""
"2018-10-11","2018","10","11","","10.9","","7.6","","9.3","","8.7","","0.0","","7.8","","0.0","","7.8","","","","4","","37",""
"2018-10-12","2018","10","12","","11.2","","6.3","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","","","25","","54",""
"2018-10-13","2018","10","13","","9.0","","4.2","","6.6","","11.4","","0.0","","0.0","T","0.0","","0.0","T","","","26","","44",""
"2018-10-14","2018","10","14","","12.8","","3.5","","8.2","","9.8","","0.0","","0.0","","0.0","","0.0","","","","22","","39",""
"2018-10-15","2018","10","15","","13.2","","5.2","","9.2","","8.8","","0.0","","5.4","","0.0","","5.4","","","","26","","82",""
"2018-10-16","2018","10","16","","8.7","","3.8","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","24","","78",""
"2018-10-17","2018","10","17","","10.3","","1.0","","5.7","","12.3","","0.0","","0.2","","0.0","","0.2","","","","26","","63",""
"2018-10-18","2018","10","18","","5.2","","-0.8","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","","","28","","50",""
"2018-10-19","2018","10","19","","15.8","","4.7","","10.3","","7.7","","0.0","","0.0","T","0.0","","0.0","T","","","23","","57",""
"2018-10-20","2018","10","20","","13.9","","2.2","","8.1","","9.9","","0.0","","0.8","","0.0","","0.8","","","","24","","74",""
"2018-10-21","2018","10","21","","4.9","","-0.4","","2.3","","15.7","","0.0","","0.0","","0.0","T","0.0","T","","","29","","48",""
"2018-10-22","2018","10","22","","6.3","","-2.1","","2.1","","15.9","","0.0","","0.2","","0.0","","0.2","","","","","","<31",""
"2018-10-23","2018","10","23","","9.4","","0.0","","4.7","","13.3","","0.0","","0.6","","0.0","","0.6","","","","2","","41",""
"2018-10-24","2018","10","24","","7.3","","1.8","","4.6","","13.4","","0.0","","1.0","","0.0","","1.0","","","","1","","39",""
"2018-10-25","2018","10","25","","3.4","","-0.6","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","","","28","","41",""
"2018-10-26","2018","10","26","","5.2","","-4.7","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","","","27","","37",""
"2018-10-27","2018","10","27","","5.2","","-3.2","","1.0","","17.0","","0.0","","5.4","","3.0","","9.0","","0","T","3","","61",""
"2018-10-28","2018","10","28","","4.5","","0.8","","2.7","","15.3","","0.0","","6.0","","0.0","","6.0","","","","3","","63",""
"2018-10-29","2018","10","29","","6.7","","1.8","","4.3","","13.7","","0.0","","1.6","","0.0","","1.6","","","","27","","33",""
"2018-10-30","2018","10","30","","4.7","","-1.6","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","","","27","","39",""
"2018-10-31","2018","10","31","","4.6","","-0.9","","1.9","","16.1","","0.0","","8.8","","0.0","","8.8","","","","10","","33",""
"2018-11-01","2018","11","01","","7.5","","3.8","","5.7","","12.3","","0.0","","8.6","","0.0","","8.6","","","","4","","33",""
"2018-11-02","2018","11","02","","5.2","","3.1","","4.2","","13.8","","0.0","","6.4","","0.0","","6.4","","","","5","","52",""
"2018-11-03","2018","11","03","","5.0","","2.3","","3.7","","14.3","","0.0","","10.6","","0.0","","10.6","","","","27","","81",""
"2018-11-04","2018","11","04","","6.5","","1.5","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","","","27","","41",""
"2018-11-05","2018","11","05","","6.5","","0.4","","3.5","","14.5","","0.0","","8.6","","0.0","","8.6","","","","8","","35",""
"2018-11-06","2018","11","06","","12.4","","5.7","","9.1","","8.9","","0.0","","5.0","","0.0","","5.0","","","","23","","67",""
"2018-11-07","2018","11","07","","12.6","","6.1","","9.4","","8.6","","0.0","","0.6","","0.0","","0.6","","","","23","","78",""
"2018-11-08","2018","11","08","","8.6","","2.0","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","","","24","","58",""
"2018-11-09","2018","11","09","","2.9","","-2.6","","0.2","","17.8","","0.0","","8.8","","6.2","","15.0","","0","T","11","","35",""
"2018-11-10","2018","11","10","","5.2","","-1.9","","1.7","","16.3","","0.0","","2.6","","0.0","T","2.6","","","","24","","91",""
"2018-11-11","2018","11","11","","0.3","","-4.4","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","","","28","","58",""
"2018-11-12","2018","11","12","","3.8","","-3.5","","0.2","","17.8","","0.0","","0.0","","0.2","","0.2","","","","","M","","M"
"2018-11-13","2018","11","13","","2.8","","-8.2","","-2.7","","20.7","","0.0","","6.6","","0.4","","7.0","","","","29","","59",""
"2018-11-14","2018","11","14","","-6.8","","-10.8","","-8.8","","26.8","","0.0","","0.0","","0.0","","0.0","","","","27","","55",""
"2018-11-15","2018","11","15","","-4.1","","-11.3","","-7.7","","25.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"2018-11-16","2018","11","16","","-1.7","","-4.8","","-3.3","","21.3","","0.0","","0.0","","11.2","","9.8","","4","","","","","M"
"2018-11-17","2018","11","17","","2.6","","-6.6","","-2.0","","20.0","","0.0","","0.0","","0.2","","0.2","","7","","29","","33",""
"2018-11-18","2018","11","18","","-2.1","","-13.2","","-7.7","","25.7","","0.0","","0.0","","0.0","T","0.0","T","5","","","M","","M"
"2018-11-19","2018","11","19","","1.0","","-3.6","","-1.3","","19.3","","0.0","","0.0","","1.6","","1.6","","5","","5","","33",""
"2018-11-20","2018","11","20","","-3.6","","-7.2","","-5.4","","23.4","","0.0","","0.0","","4.8","","4.2","","5","","3","","33",""
"2018-11-21","2018","11","21","","-2.8","","-16.0","","-9.4","","27.4","","0.0","","0.0","","2.4","","2.0","","7","","28","","50",""
"2018-11-22","2018","11","22","","-9.4","","-17.8","","-13.6","","31.6","","0.0","","0.0","","0.0","","0.0","","","","29","","48",""
"2018-11-23","2018","11","23","","-3.5","","-16.6","","-10.1","","28.1","","0.0","","0.0","","0.0","","0.0","","6","","","M","","M"
"2018-11-24","2018","11","24","","2.0","","-9.6","","-3.8","","21.8","","0.0","","1.8","","0.0","","1.8","","5","","","M","","M"
"2018-11-25","2018","11","25","","3.5","","-0.6","","1.5","","16.5","","0.0","","19.0","","0.0","","19.0","","4","","","M","","M"
"2018-11-26","2018","11","26","","4.2","","0.5","","2.4","","15.6","","0.0","","4.0","","0.0","T","4.0","","2","E","7","","41",""
"2018-11-27","2018","11","27","","1.1","","-0.2","","0.5","","17.5","","0.0","","0.0","","9.2","","9.2","","1","","5","","50",""
"2018-11-28","2018","11","28","","2.4","","0.3","","1.4","","16.6","","0.0","","0.4","","4.8","","5.2","","5","","","M","","M"
"2018-11-29","2018","11","29","","2.8","","0.6","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","2","","29","","33",""
"2018-11-30","2018","11","30","","0.8","","-0.4","","0.2","","17.8","","0.0","","0.0","","0.0","T","0.0","T","0","T","","M","","M"
"2018-12-01","2018","12","01","","0.4","","-0.6","","-0.1","","18.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","8","","33",""
"2018-12-02","2018","12","02","","4.3","","-0.9","","1.7","","16.3","","0.0","","13.6","","2.0","","15.6","","2","","5","","32",""
"2018-12-03","2018","12","03","","3.6","","-2.5","","0.6","","17.4","","0.0","","6.2","","1.6","","7.8","","0","T","36","","35",""
"2018-12-04","2018","12","04","","-2.5","","-7.7","","-5.1","","23.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","34","","41",""
"2018-12-05","2018","12","05","","-3.7","","-9.1","","-6.4","","24.4","","0.0","","0.0","","0.6","","0.6","","0","T","","M","","M"
"2018-12-06","2018","12","06","","0.6","","-4.2","","-1.8","","19.8","","0.0","","0.0","","1.0","","1.0","","0","T","25","","39",""
"2018-12-07","2018","12","07","","-1.4","","-15.3","","-8.4","","26.4","","0.0","","0.0","","0.0","","0.0","","1","","28","","41",""
"2018-12-08","2018","12","08","","-8.9","","-17.5","","-13.2","","31.2","","0.0","","0.0","","0.4","","0.2","","1","","","M","","M"
"2018-12-09","2018","12","09","","-0.2","","-13.8","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","23","","50",""
"2018-12-10","2018","12","10","","-4.1","","-12.3","","-8.2","","26.2","","0.0","","0.0","","0.0","","0.0","","0","T","","M","","M"
"2018-12-11","2018","12","11","","-5.5","","-11.0","","-8.3","","26.3","","0.0","","0.0","","2.6","","1.8","","0","T","","M","","M"
"2018-12-12","2018","12","12","","-8.4","","-17.5","","-13.0","","31.0","","0.0","","0.0","","0.4","","0.4","","2","","","","","M"
"2018-12-13","2018","12","13","","-7.6","","-16.7","","-12.2","","30.2","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"2018-12-14","2018","12","14","","3.0","","-8.1","","-2.6","","20.6","","0.0","","7.6","","0.0","T","7.6","","2","","","M","","M"
"2018-12-15","2018","12","15","","4.8","","-2.2","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","","M"
"2018-12-16","2018","12","16","","1.8","","-3.5","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","0","T","4","","32",""
"2018-12-17","2018","12","17","","1.3","","-7.3","","-3.0","","21.0","","0.0","","0.0","","0.6","","0.6","","0","T","30","","52",""
"2018-12-18","2018","12","18","","-4.1","","-9.5","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","T","0","T","28","","50",""
"2018-12-19","2018","12","19","","-2.2","","-10.9","","-6.6","","24.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","","M","","M"
"2018-12-20","2018","12","20","","4.5","","-8.9","","-2.2","","20.2","","0.0","","5.2","","0.0","","5.2","","","","","M","","M"
"2018-12-21","2018","12","21","","6.3","","0.4","","3.4","","14.6","","0.0","","34.8","","0.0","","34.8","","","","4","","39",""
"2018-12-22","2018","12","22","","5.3","","-6.2","","-0.5","","18.5","","0.0","","1.6","","0.8","","2.4","","0","T","26","","65",""
"2018-12-23","2018","12","23","","-6.2","","-10.9","","-8.6","","26.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","26","","42",""
"2018-12-24","2018","12","24","","-6.4","","-11.4","","-8.9","","26.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","","M","","M"
"2018-12-25","2018","12","25","","-8.5","","-14.0","","-11.3","","29.3","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","","M"
"2018-12-26","2018","12","26","","-4.7","","-12.6","","-8.7","","26.7","","0.0","","0.0","","0.2","","0.2","","0","T","","","","M"
"2018-12-27","2018","12","27","","-8.6","","-14.5","","-11.6","","29.6","","0.0","","0.0","","0.0","","0.0","","0","T","4","","35",""
"2018-12-28","2018","12","28","","3.0","","-8.8","","-2.9","","20.9","","0.0","","12.4","","4.0","","16.4","","3","","15","","37",""
"2018-12-29","2018","12","29","","6.0","","-12.3","","-3.2","","21.2","","0.0","","0.6","","0.0","","0.6","","","","23","","59",""
"2018-12-30","2018","12","30","","-7.0","","-13.0","","-10.0","","28.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","","M","","M"
"2018-12-31","2018","12","31","","2.0","","-8.5","","-3.3","","21.3","","0.0","","2.4","","0.6","","3.0","","0","T","12","","41",""
"2019-01-01","2019","01","01","","2.4","","-12.3","","-5.0","","23.0","","0.0","","16.8","","0.2","","17.0","","0","T","29","","52",""
"2019-01-02","2019","01","02","","-9.4","","-15.6","","-12.5","","30.5","","0.0","","0.0","","0.4","","0.4","","0","T","","M","","M"
"2019-01-03","2019","01","03","","-1.5","","-14.1","","-7.8","","25.8","","0.0","","0.0","","4.6","","4.6","","4","","2","","32",""
"2019-01-04","2019","01","04","","2.5","","-1.7","","0.4","","17.6","","0.0","","0.0","","3.0","","3.0","","6","","23","","48",""
"2019-01-05","2019","01","05","","2.3","","0.0","","1.2","","16.8","","0.0","","0.0","T","0.0","","0.0","T","1","E","","M","","M"
"2019-01-06","2019","01","06","","1.3","","-13.0","","-5.9","","23.9","","0.0","","0.0","","0.4","","0.4","","1","","30","","46",""
"2019-01-07","2019","01","07","","-8.4","","-16.5","","-12.5","","30.5","","0.0","","0.0","","4.6","","4.6","","1","","7","","39",""
"2019-01-08","2019","01","08","","0.9","","-8.7","","-3.9","","21.9","","0.0","","0.0","","5.8","","6.8","","5","","15","","59",""
"2019-01-09","2019","01","09","","1.3","","-3.0","","-0.9","","18.9","","0.0","","0.0","","0.2","","0.2","","4","","2","","39",""
"2019-01-10","2019","01","10","","-2.7","","-13.0","","-7.9","","25.9","","0.0","","0.0","","1.2","","1.2","","5","","27","","54",""
"2019-01-11","2019","01","11","","-12.9","","-18.8","","-15.9","","33.9","","0.0","","0.0","","0.0","T","0.0","T","4","","25","","50",""
"2019-01-12","2019","01","12","","-13.6","","-19.1","","-16.4","","34.4","","0.0","","0.0","","0.0","","0.0","","4","","26","","37",""
"2019-01-13","2019","01","13","","-10.8","","-19.9","","-15.4","","33.4","","0.0","","0.0","","0.0","T","0.0","T","4","","","M","","M"
"2019-01-14","2019","01","14","","-8.0","","-18.7","","-13.4","","31.4","","0.0","","0.0","","0.0","T","0.0","T","4","","","M","","M"
"2019-01-15","2019","01","15","","-1.3","","-8.0","","-4.7","","22.7","","0.0","","0.0","","0.6","","0.6","","4","","","M","","M"
"2019-01-16","2019","01","16","","1.4","","-17.7","","-8.2","","26.2","","0.0","","0.0","","0.6","","0.6","","4","","24","","67",""
"2019-01-17","2019","01","17","","-13.5","","-20.9","","-17.2","","35.2","","0.0","","0.0","","0.0","","0.0","","4","","","","","M"
"2019-01-18","2019","01","18","","-9.3","","-15.9","","-12.6","","30.6","","0.0","","0.0","","2.6","","1.6","","3","","","","","M"
"2019-01-19","2019","01","19","","-15.1","","-23.0","","-19.1","","37.1","","0.0","","0.0","","2.8","","2.8","","5","","4","","50",""
"2019-01-20","2019","01","20","","-15.8","","-21.3","","-18.6","","36.6","","0.0","","0.0","","15.8","","15.8","","7","","3","","63",""
"2019-01-21","2019","01","21","","-16.4","","-21.5","","-19.0","","37.0","","0.0","","0.0","","1.8","","1.8","","10","","28","","54",""
"2019-01-22","2019","01","22","","-9.8","","-23.1","","-16.5","","34.5","","0.0","","0.0","","0.0","","0.0","","15","","27","","41",""
"2019-01-23","2019","01","23","","0.9","","-13.3","","-6.2","","24.2","","0.0","","7.0","","15.4","","22.4","","17","","","M","","M"
"2019-01-24","2019","01","24","","2.9","","-6.8","","-2.0","","20.0","","0.0","","17.6","","0.0","T","17.6","","18","","29","","55",""
"2019-01-25","2019","01","25","","-1.7","","-11.5","","-6.6","","24.6","","0.0","","0.0","","0.2","","0.2","","10","","26","","59",""
"2019-01-26","2019","01","26","","-11.3","","-13.7","","-12.5","","30.5","","0.0","","0.0","","0.6","","0.6","","10","","","M","","M"
"2019-01-27","2019","01","27","","-0.7","","-13.3","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","10","","24","","76",""
"2019-01-28","2019","01","28","","-12.5","","-20.2","","-16.4","","34.4","","0.0","","0.0","","0.0","","0.0","","10","","4","","45",""
"2019-01-29","2019","01","29","","-9.3","","-17.9","","-13.6","","31.6","","0.0","","0.0","","9.6","","8.8","","10","","4","","50",""
"2019-01-30","2019","01","30","","-7.5","","-17.2","","-12.4","","30.4","","0.0","","0.0","","0.0","T","0.0","T","18","","23","","78",""
"2019-01-31","2019","01","31","","-13.9","","-17.8","","-15.9","","33.9","","0.0","","0.0","","0.0","T","0.0","T","18","","27","","67",""
"2019-02-01","2019","02","01","","-12.1","","-17.7","","-14.9","","32.9","","0.0","","0.0","","0.0","T","0.0","T","16","","24","","48",""
"2019-02-02","2019","02","02","","-6.4","","-16.8","","-11.6","","29.6","","0.0","","0.0","","4.0","","3.4","","16","","22","","39",""
"2019-02-03","2019","02","03","","-10.5","","-14.9","","-12.7","","30.7","","0.0","","0.6","","2.2","","3.6","","14","","4","","37",""
"2019-02-04","2019","02","04","","-2.9","","-10.6","","-6.8","","24.8","","0.0","","0.8","","0.8","","2.2","","16","","","M","","M"
"2019-02-05","2019","02","05","","6.4","","-9.8","","-1.7","","19.7","","0.0","","5.2","","0.0","","5.2","","16","","27","","71",""
"2019-02-06","2019","02","06","","-5.6","","-11.2","","-8.4","","26.4","","0.0","","2.8","","3.4","","6.2","","14","","4","","45",""
"2019-02-07","2019","02","07","","2.1","","-6.7","","-2.3","","20.3","","0.0","","0.4","","0.0","","0.4","","14","","7","","39",""
"2019-02-08","2019","02","08","","6.4","","-9.0","","-1.3","","19.3","","0.0","","0.4","","0.6","","1.0","","8","","26","","96",""
"2019-02-09","2019","02","09","","-7.0","","-11.8","","-9.4","","27.4","","0.0","","0.0","","0.0","","0.0","","6","","26","","80",""
"2019-02-10","2019","02","10","","-6.5","","-13.7","","-10.1","","28.1","","0.0","","0.0","","0.0","","0.0","","6","","26","","45",""
"2019-02-11","2019","02","11","","-8.9","","-14.9","","-11.9","","29.9","","0.0","","0.0","","0.0","","0.0","","5","","4","","33",""
"2019-02-12","2019","02","12","","-6.1","","-16.8","","-11.5","","29.5","","0.0","","0.0","","19.4","","19.4","","5","","4","","46",""
"2019-02-13","2019","02","13","","0.4","","-7.5","","-3.6","","21.6","","0.0","","0.0","","20.6","","20.6","","29","","23","","55",""
"2019-02-14","2019","02","14","","-4.6","","-10.7","","-7.7","","25.7","","0.0","","0.0","","0.0","T","0.0","T","30","","23","","54",""
"2019-02-15","2019","02","15","","4.2","","-6.8","","-1.3","","19.3","","0.0","","1.8","","0.8","","2.8","","30","","23","","65",""
"2019-02-16","2019","02","16","","-2.0","","-11.7","","-6.9","","24.9","","0.0","","0.0","","0.0","T","0.0","T","26","","23","","50",""
"2019-02-17","2019","02","17","","-8.9","","-18.1","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","25","","","M","","M"
"2019-02-18","2019","02","18","","-7.9","","-14.9","","-11.4","","29.4","","0.0","","0.0","","0.0","","0.0","","","","3","","48",""
"2019-02-19","2019","02","19","","-9.6","","-19.1","","-14.4","","32.4","","0.0","","0.0","","0.0","","0.0","","25","","23","","42",""
"2019-02-20","2019","02","20","","-4.9","","-19.0","","-12.0","","30.0","","0.0","","0.0","","2.2","","2.2","","25","","","","","M"
"2019-02-21","2019","02","21","","3.0","","-7.8","","-2.4","","20.4","","0.0","","0.0","","10.8","","10.8","","29","","26","","58",""
"2019-02-22","2019","02","22","","-0.8","","-10.5","","-5.7","","23.7","","0.0","","0.0","","0.0","","0.0","","27","","25","","37",""
"2019-02-23","2019","02","23","","0.3","","-13.7","","-6.7","","24.7","","0.0","","0.0","","0.0","","0.0","","26","","","M","","M"
"2019-02-24","2019","02","24","","3.8","","-2.8","","0.5","","17.5","","0.0","","12.4","","0.8","","13.8","","24","","22","","76",""
"2019-02-25","2019","02","25","","1.7","","-12.2","","-5.3","","23.3","","0.0","","0.0","","0.0","T","0.0","T","23","","27","","85",""
"2019-02-26","2019","02","26","","-12.2","","-17.9","","-15.1","","33.1","","0.0","","0.0","","0.0","","0.0","","23","","27","","58",""
"2019-02-27","2019","02","27","","-13.3","","-20.8","","-17.1","","35.1","","0.0","","0.0","","0.0","","0.0","","23","","","M","","M"
"2019-02-28","2019","02","28","","-8.1","","-20.0","","-14.1","","32.1","","0.0","","0.0","","0.0","","0.0","","23","","21","","32",""
"2019-03-01","2019","03","01","","-3.8","","-16.5","","-10.2","","28.2","","0.0","","0.0","","0.0","","0.0","","22","","","M","","M"
"2019-03-02","2019","03","02","","-2.2","","-11.7","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","21","","","","","M"
"2019-03-03","2019","03","03","","-1.1","","-8.0","","-4.6","","22.6","","0.0","","0.0","","0.6","","0.6","","21","","22","","33",""
"2019-03-04","2019","03","04","","-2.4","","-10.6","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","21","","25","","55",""
"2019-03-05","2019","03","05","","-7.7","","-15.2","","-11.5","","29.5","","0.0","","0.0","","0.4","","0.4","","21","","22","","45",""
"2019-03-06","2019","03","06","","-8.3","","-15.7","","-12.0","","30.0","","0.0","","0.0","","0.0","T","0.0","T","21","","26","","46",""
"2019-03-07","2019","03","07","","-8.0","","-18.9","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","21","","22","","46",""
"2019-03-08","2019","03","08","","-1.8","","-12.7","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","21","","21","","52",""
"2019-03-09","2019","03","09","","-1.3","","-11.2","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","20","","","M","","M"
"2019-03-10","2019","03","10","","3.1","","-8.5","","-2.7","","20.7","","0.0","","3.0","","16.0","","23.0","","19","","15","","55",""
"2019-03-11","2019","03","11","","3.3","","-2.4","","0.5","","17.5","","0.0","","0.0","","0.0","T","0.4","","24","","24","","71",""
"2019-03-12","2019","03","12","","-1.4","","-5.8","","-3.6","","21.6","","0.0","","0.0","","0.0","T","0.0","T","24","","25","","48",""
"2019-03-13","2019","03","13","","2.5","","-7.3","","-2.4","","20.4","","0.0","","0.0","","1.0","","1.4","","24","","","M","","M"
"2019-03-14","2019","03","14","","7.5","","-2.3","","2.6","","15.4","","0.0","","","M","","M","0.0","T","23","","","","","M"
"2019-03-15","2019","03","15","","9.9","","3.1","","6.5","","11.5","","0.0","","1.6","","0.0","","1.6","","15","","23","","71",""
"2019-03-16","2019","03","16","","3.2","","-4.7","","-0.8","","18.8","","0.0","","0.0","","0.0","T","0.0","T","2","","27","","67",""
"2019-03-17","2019","03","17","","-2.3","","-7.5","","-4.9","","22.9","","0.0","","0.0","","0.0","T","0.0","T","2","","28","","59",""
"2019-03-18","2019","03","18","","-1.1","","-8.6","","-4.9","","22.9","","0.0","","0.0","","0.0","","0.0","","2","","29","","46",""
"2019-03-19","2019","03","19","","0.6","","-11.0","","-5.2","","23.2","","0.0","","0.0","","0.0","","0.0","","","","23","","39",""
"2019-03-20","2019","03","20","","7.2","","-6.3","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","1","","","M","","M"
"2019-03-21","2019","03","21","","7.2","","1.5","","4.4","","13.6","","0.0","","8.8","","0.0","","8.8","","0","T","17","","41",""
"2019-03-22","2019","03","22","","3.2","","1.1","","2.2","","15.8","","0.0","","17.0","","0.0","T","17.0","","0","T","32","","52",""
"2019-03-23","2019","03","23","","1.2","","-5.0","","-1.9","","19.9","","0.0","","0.0","","1.6","","1.6","","1","","27","","61",""
"2019-03-24","2019","03","24","","4.1","","-4.2","","-0.1","","18.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","25","","48",""
"2019-03-25","2019","03","25","","-0.1","","-7.0","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","0","T","22","","58",""
"2019-03-26","2019","03","26","","0.1","","-7.3","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","0","T","23","","50",""
"2019-03-27","2019","03","27","","6.2","","-5.9","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"2019-03-28","2019","03","28","","8.3","","0.7","","4.5","","13.5","","0.0","","1.0","","0.0","","1.0","","0","T","15","","39",""
"2019-03-29","2019","03","29","","7.5","","-3.1","","2.2","","15.8","","0.0","","1.6","","0.0","","1.6","","0","T","28","","41",""
"2019-03-30","2019","03","30","","1.7","","-2.5","","-0.4","","18.4","","0.0","","7.2","","0.2","","7.4","","0","T","5","","39",""
"2019-03-31","2019","03","31","","2.2","","-1.7","","0.3","","17.7","","0.0","","5.2","","0.6","","5.8","","0","T","26","","48",""
"2019-04-01","2019","04","01","","1.9","","-6.4","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","0","T","25","","55",""
